FIRE_NAME,YEAR,FIRE_SIZE,FORESTED_BURNED,SDC,CA,PLAND,PD,LPI,ED,LSI,AREA_MN,AREA_AM,AREA_CV,GYRATE_MN,GYRATE_AM,GYRATE_CV,SHAPE_MN,SHAPE_AM,SHAPE_CV,FRAC_MN,FRAC_AM,FRAC_CV,PARA_MN,PARA_AM,PARA_CV,CONTIG_MN,CONTIG_AM,CONTIG_CV,TCA,CPLAND,NDCA,DCAD,CORE_MN,CORE_AM,CORE_CV,DCORE_MN,DCORE_AM,DCORE_CV,CAI_MN,CAI_AM,CAI_CV,CLUMPY,PLADJ,IJI,COHESION,DIVISION,AI,NLSI,FIRE_TYPE1,FIRE_TYPE2,FED_LAND_1,FED_LAND_2,AGBUR1,AGBUR2,FOREST_NAME,Comment
AZ3361811034820081020_HILLTOP_RX_BURN_ALPH,2008,1191.655883,1191.655883,0,1.7888,0.1501,0.8392,0.05,1.4021,3.1111,0.1789,0.2981,81.6497,17.5568,21.7443,30.6652,1.04,1.1333,11.5385,1.0129,1.0325,2.3794,1120.8226,986.8878,16.9811,0.0889,0.1852,140.3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2952,22.2222,38.6253,33.4387,1,29.6296,0.7037,Prescribed Fire,OTHER,,,,,,
NM3293510813020090707_ALLIE,2009,804.7915628,803.5235601,0,1.4631,0.1819,0.6217,0.0606,1.5534,2.5,0.2926,0.3576,47.1405,20.9878,23.3225,24.3156,1.09,1.1333,10.2161,1.035,1.0467,2.4194,932.8284,853.8475,19.9177,0.2289,0.2889,58.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4536,33.3333,38.4766,45.841,1,45.4545,0.5455,Resource Objective Fire,OTHER,,,,,,
NM3159210831420090502_BIG_HATCHET_LC63,2009,2197.590289,456.7661656,0,1.447,0.3168,1.0947,0.1901,2.7199,2.5,0.2894,0.5852,101.105,21.3021,32.8474,54.1978,1.1333,1.4,23.5294,1.0288,1.0717,4.1333,1044.6081,858.582,20.9325,0.1519,0.3,102.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4528,33.3333,51.7401,53.7053,1,45.4545,0.5455,Prescribed Fire,OTHER,,,,,,
AZ3468611146220090720_BRADY,2009,1409.739421,1409.739421,0,1.17,0.083,0.3547,0.0346,0.7531,2.4286,0.234,0.325,62.361,19.9921,22.366,20.6659,1.0667,1.0556,12.5,1.0308,1.0352,3.2553,1067.526,907.3971,25.2982,0.1589,0.2639,107.4195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4113,29.1667,20.3637,39.0979,1,41.1765,0.5882,Resource Objective Fire,OTHER,,,,,,
NM3396910709620090420_EAST_MAGDALENA_RX,2009,6323.1443,6055.770987,0.0142,70.1774,1.159,1.3213,0.2476,5.4747,9.7679,0.8772,6.6402,256.3128,32.9749,110.1393,97.9148,1.1949,1.7754,25.846,1.0422,1.1028,4.3492,939.2104,472.7769,36.3276,0.2551,0.6073,93.1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6621,64.1547,22.3039,80.7495,1,66.5986,0.334,Prescribed Fire,OTHER,,,,,,
AZ3659311236820090722_PIPELINE,2009,864.8411287,864.8411287,0,2.1148,0.2445,1.0407,0.0699,2.275,3.1,0.235,0.3692,75.5929,20.3332,25.6571,36.3444,1.1222,1.2667,20.4833,1.0251,1.0523,4.2157,1073.7469,930.3583,21.0207,0.1265,0.2302,121.6093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3421,26.1905,46.1146,42.8832,1,34.375,0.6563,Resource Objective Fire,OTHER,,,,,,
AZ3441111141320090531_POINT,2009,659.6284689,659.6284689,0,3.7552,0.5693,1.8192,0.0976,4.6678,3.9167,0.3129,0.4384,63.3101,23.5839,29.0436,39.7061,1.1042,1.1886,14.1346,1.0323,1.0507,3.1894,940.4729,819.9305,22.7208,0.1843,0.2714,80.7327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3931,32.8571,32.8549,47.0927,1,39.6552,0.6034,Resource Objective Fire,OTHER,,,,,,
AZ3489211154720090601_REAL,2009,1922.421552,1919.923733,0,3.6968,0.1926,0.8334,0.0364,1.6794,3.9231,0.231,0.4186,90.0856,20.079,27.0258,40.8349,1.0604,1.1613,14.3284,1.0158,1.0395,3.0485,1080.9164,872.1435,23.5211,0.1203,0.2658,142.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3758,31.0811,76.3028,43.1998,1,37.7049,0.623,Resource Objective Fire,OTHER,,,,,,
AZ3584010921420090622_SAWMILL_ROAD_RX,2009,1383.224566,1375.043033,0,11.3451,0.8252,3.2731,0.0714,7.7116,7.7619,0.2521,0.428,83.5156,22.3002,30.0919,45.7713,1.1337,1.2931,21.8854,1.0352,1.0665,4.7689,1067.7806,949.0685,17.639,0.1066,0.1971,118.3044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2343,21.6346,27.6103,43.3803,1,24.0642,0.7594,Prescribed Fire,OTHER,,,,,,
NM3342710785520100519_AREA_74_UNITS_9_AND_10,2010,2594.965169,2565.629717,0,12.4112,0.4836,1.6754,0.0586,4.0859,7.4348,0.2886,0.5755,99.7011,22.4793,35.8085,62.5709,1.0985,1.2621,18.8187,1.0318,1.0599,3.6914,1034.0488,844.954,23.6443,0.1678,0.2967,93.8601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3829,35.2273,25.6088,51.9345,1,38.5892,0.6141,Prescribed Fire,OTHER,,,,,,
AZ3446511085620100910_CIRCLE_BAR,2010,1862.274079,1853.499884,0,4.972,0.2681,0.9705,0.0578,2.2895,4.6,0.2762,0.5448,98.6062,21.944,33.2068,55.0952,1.1019,1.268,22.0578,1.0311,1.0608,4.1361,1067.7433,866.6157,24.2334,0.1471,0.2908,116.3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3776,32.3529,50.1341,50.6157,1,37.931,0.6207,Resource Objective Fire,OTHER,,,,,,
AZ3537911193420110718_BEALE,2011,2119.32292,2087.375775,0,3.0194,0.1448,0.6712,0.042,1.2868,3.6667,0.2157,0.4053,93.7706,18.701,23.9443,31.4033,1.0714,1.1344,14.0546,1.0219,1.0349,3.1465,1103.6721,909.582,21.153,0.1151,0.2527,132.4784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3591,29.0323,43.7315,39.4228,1,36,0.64,Resource Objective Fire,OTHER,,,,,,
AZ3498711159420110709_BOLT,2011,1019.508394,1017.950406,0,1.1685,0.1148,0.2947,0.0957,0.9196,2.1429,0.3895,0.8277,106.066,26.671,43.274,58.6906,1.1905,1.4762,22.6274,1.0402,1.1004,5.4624,1089.5743,801.1576,24.9567,0.1389,0.3472,141.4214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5289,37.5,0,61.931,1,52.9412,0.4706,Resource Objective Fire,OTHER,,,,,,
AZ3603910916420110912_CATTAIL_CANYON_JACKPOT_BURN,2011,728.3626172,716.1196699,0,2.4115,0.3365,1.6746,0.0647,3.1025,3.4545,0.201,0.3068,72.5691,18.5926,22.1553,27.6772,1.0583,1.1154,13.6154,1.0206,1.039,3.0691,1123.7047,959.8077,21.2259,0.1245,0.2372,127.7096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3392,26.9231,61.1576,38.9219,1,34.1463,0.6585,Prescribed Fire,OTHER,,,,,,
AZ3198511002520110825_FOURR,2011,500.875774,152.2418766,0,2.1314,1.3743,3.2241,0.589,10.4767,2.6,0.4263,0.6331,69.6607,29.2114,37.7625,42.5927,1.2467,1.3603,16.7064,1.0595,1.0753,3.3924,941.6724,777.2534,28.1091,0.2296,0.3333,70.8301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493,38.0952,15.0593,57.1939,0.9999,50,0.5,Resource Objective Fire,OTHER,,,,,,
AZ3446811148220110721_SANDROCK,2011,1642.379498,1642.379498,0,2.0524,0.125,0.3653,0.0417,0.9517,2.5,0.3421,0.4421,54.0848,23.0823,26.2793,27.6208,1.0833,1.0873,11.7502,1.0318,1.035,3.4513,888.5462,761.611,32.249,0.2745,0.3571,63.7972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5307,40.4762,8.9239,49.4706,1,53.125,0.4688,Resource Objective Fire,OTHER,,,,,,
AZ3589711200120110826_SKINNER,2011,1432.647284,1427.305209,0,5.5363,0.3881,2.0328,0.0408,3.8011,5.4375,0.1909,0.2846,70.0437,17.566,20.7447,27.4246,1.0517,1.1404,13.2999,1.0171,1.0355,2.6252,1091.6887,979.4917,17.6631,0.113,0.193,109.1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2727,23.6842,53.9681,35.4138,1,27.551,0.7245,Resource Objective Fire,OTHER,,,,,,
AZ3377710967620121112_LOAFER_BROADCAST_BURN,2012,607.1753264,607.1753264,0,1.8242,0.3004,2.3058,0.0633,3.2661,3.5556,0.1303,0.1769,59.778,15.9512,16.8439,10.3611,1,1,0,1.0022,1.0033,0.544,1198.7101,1087.0894,15.8581,0.0536,0.1228,216.8802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2045,15.7895,46.532,17.0659,1,20.6897,0.7931,Prescribed Fire,OTHER,,,,,,
AZ3629911205020121101_THOMPSON_RX,2012,1017.647424,1017.546886,0,13.271,1.3042,4.4224,0.0988,10.8129,7.6957,0.2949,0.4996,83.3196,22.9179,30.8672,46.5915,1.1053,1.221,19.7834,1.0316,1.0578,4.1292,1018.4446,845.7925,24.37,0.1652,0.2942,104.0459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3526,32.9545,28.7121,49.5152,1,36.0996,0.639,Prescribed Fire,OTHER,,,,,,
AZ3595311190420140826_BELKNAP,2014,874.6883134,874.6883134,0,9.7404,1.1136,3.3155,0.2004,8.7061,6.1,0.3359,0.7052,104.8618,22.4527,33.9037,50.5504,1.0992,1.2676,19.9546,1.0299,1.0614,3.8695,981.314,781.8102,25.7668,0.1949,0.3483,91.1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,39,36.0672,55.5972,1,43.3333,0.5667,Resource Objective Fire,OTHER,,,,,,
AZ3336510975220140509_POINT_OF_PINES_RX_BROADCAST_BURN,2014,519.4051432,445.4386106,0,2.1216,0.4738,2.9034,0.0862,4.9242,3.6,0.1632,0.2192,58.5641,17.6108,19.7626,23.3433,1.0385,1.0795,8.686,1.0164,1.0301,2.6857,1151.8334,1053.8769,15.7869,0.0823,0.1439,133.8356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2317,18.1818,19.7313,28.5246,1,23.5294,0.7647,Prescribed Fire,OTHER,,,,,,
AZ3462911128020160727_EDEN,2016,476.7486482,463.2446841,0,1.8592,0.4004,1.7229,0.1897,3.3685,2.7778,0.2324,0.5099,109.266,19.5601,29.0613,44.8993,1.0417,1.1579,10.583,1.0144,1.0373,2.177,1096.6634,841.2504,23.3242,0.1157,0.2895,146.3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4461,34.2105,52.1619,45.3124,1,44.8276,0.5517,Resource Objective Fire,OTHER,,,,,,
AZ3418210986020160721_ELK,2016,795.066587,787.4069859,0,1.2447,0.1579,0.2537,0.1336,1.3346,2.125,0.6223,0.9206,69.2308,35.9733,50.1669,56.9921,1.5,1.8462,33.3333,1.0884,1.1389,6.6934,896.0847,845.235,8.1967,0.2652,0.3333,37.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4992,34.6154,0,67.1937,1,50,0.5,Resource Objective Fire,OTHER,,,,,,
AZ3674011223020160926_J_R_BRIDGE_RX_FY_16,2016,1517.533611,1516.904842,0,3.4582,0.228,1.2526,0.0484,2.2194,4.3333,0.182,0.3017,81.0854,18.0916,22.729,33.4205,1.0175,1.0707,7.3149,1.0119,1.0299,2.2029,1099.3743,973.5304,16.8067,0.0831,0.1667,141.1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2576,21.2121,48.8732,31.8372,1,25.9259,0.7407,Prescribed Fire,OTHER,,,,,,
AZ3350810993520160721_RIM,2016,2827.23995,2827.23995,0,6.4187,0.227,0.8843,0.0378,2.0075,5.3529,0.2567,0.448,86.2972,20.7313,27.1178,36.9234,1.0846,1.2054,16.3528,1.0276,1.0531,3.6603,1054.9613,884.2521,23.4439,0.146,0.2677,109.9238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3551,31.0606,94.266,46.6443,1,35.6522,0.6435,Resource Objective Fire,OTHER,,,,,,
NM3387010879220160522_SPUR,2016,1116.098227,1068.615144,0,14.648,1.3719,5.6194,0.1013,12.0691,8.36,0.2441,0.4533,92.5566,20.6113,28.4376,44.6147,1.0792,1.204,16.5354,1.0247,1.0518,3.6886,1071.1282,894.7344,21.736,0.1314,0.2562,117.3423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3166,29.8658,47.3171,45.6101,1,32.6007,0.674,Resource Objective Fire,OTHER,,,,,,
AZ3247011025020160315_UNNAMED,2016,4083.320939,4060.359896,0,1.084,0.0267,0.1724,0.0073,0.2783,2.5714,0.1549,0.1881,46.3547,16.3458,16.9365,9.7376,1,1,0,1.0096,1.0155,1.2617,1122.5213,1042.5382,15.8748,0.0873,0.1364,121.9673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2665,18.1818,44.8387,23.2357,1,26.6667,0.7333,Prescribed Fire,OTHER,,,,,,
NM3214010476020160520_UNNAMED,2016,1003.380652,1003.380652,0,2.1625,0.2155,0.7973,0.0898,1.9146,3.2,0.2703,0.5106,94.2809,20.7108,28.5526,43.1887,1.1295,1.244,22.3556,1.0352,1.0622,4.3949,1081.3293,888.3835,22.6335,0.1618,0.3056,102.0187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4198,33.3333,21.2806,50.3788,1,42.1053,0.5789,Prescribed Fire,OTHER,,,,,,
AZ3351610995720170509_DOVE,2017,5419.641339,5419.641339,0,3.8688,0.0714,0.2214,0.0165,0.5463,3.6154,0.3224,0.5571,85.3118,22.9673,30.7094,40.9192,1.1056,1.1778,12.603,1.029,1.0453,3.1714,1002.4734,765.2538,29.2477,0.1843,0.3504,108.0497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4765,39.7436,33.9946,51.0065,1,47.6923,0.5231,Resource Objective Fire,OTHER,,,,,,
NM3658710602220170516_HONDITO,2017,2810.730207,2811.87,0,2.16,0.0767,0.355,0.0224,0.7348,3.5,0.216,0.3375,75,19.3301,24.3429,35.9412,1.0917,1.1667,12.9771,1.0309,1.0515,3.4573,1115.0794,972.2222,20.4489,0.1353,0.2292,100.5181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3416,27.0833,66.2743,42.1337,1,34.2105,0.6579,Resource Objective Fire,OTHER,,,,,,
NM3627610668220170708_OJITOS,2017,1319.743882,1319.563798,0,1.9809,0.1501,0.682,0.0478,1.3644,3,0.2201,0.3684,82.0703,19.4155,23.6037,27.6331,1.0926,1.1212,12.1633,1.0256,1.0374,3.1559,1137.3015,908.8795,25.1313,0.1369,0.2879,135.3037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4109,31.8182,22.2945,42.131,1,41.1765,0.5882,Resource Objective Fire,OTHER,,,,,,
AZ3536611193219840614_SANDERSON,1984,509.67,506.43,0.0146,157.77,31.1534,7.701,9.5433,98.3354,9.881,4.0454,36.358,282.6221,58.2551,316.0214,165.2448,1.4582,3.8945,61.6192,1.0588,1.2058,6.2608,869.7335,315.6494,41.3326,0.3138,0.7414,82.1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6834,76.3263,26.9766,95.2906,0.9776,78.1999,0.218,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Kaibab National Forest,
NM3302110834619850826_UNNAMED,1985,850.6244363,815.4105157,0.0185,9.1821,1.1237,1.2238,0.6372,4.2925,3.65,0.9182,3.2682,159.9799,35.5766,81.8697,82.9074,1.1658,1.6181,25.6142,1.0411,1.094,4.0272,841.0144,489.2101,40.6731,0.3134,0.5825,78.3511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6919,62.3711,16.3863,78.5083,1,69.5402,0.3046,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Gila National Forest,
NM3304810841119850601_SHELLEY,1985,809.0316998,648.4757074,0.0235,39.7838,6.1216,7.2319,0.7579,28.3668,8.6829,0.8465,2.3081,131.4057,35.8597,69.1638,75.195,1.2625,1.6022,28.008,1.0544,1.0972,4.9552,880.6554,550.8106,36.691,0.2892,0.5409,81.6253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,57.619,25.5569,75.591,0.9998,60.5757,0.3942,Wildfire,SUPPRESSION,National Forest FS,Gila Wilderness,FS,FS,Gila National Forest,
NM3365710835219850621_WINDMILL,1985,642.3595153,639.678629,0.0246,23.9365,3.7493,5.6388,0.7349,20.8407,8.1875,0.6649,2.1662,150.2616,34.0249,81.7676,98.7044,1.3243,1.9752,40.9042,1.055,1.1242,6.321,991.7831,677.378,30.7169,0.2169,0.4593,100.1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4894,47.6,45.131,75.0959,0.9999,50.8547,0.4915,Wildfire,SUPPRESSION,National Forest FS,,FS,FS,Gila National Forest,
AZ3271411044119860617_BISCUIT,1986,2466.83687,2056.603102,0.0275,5.967,0.2907,0.536,0.0571,1.8132,3.8,0.5425,0.8562,76.0555,29.1995,37.382,38.5854,1.1407,1.1835,14.0782,1.043,1.0501,3.2959,831.4429,623.6364,36.2356,0.288,0.4464,76.1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5657,49.1071,15.6321,60.1823,1,56.701,0.433,Wildfire,SUPPRESSION,National Forest FS,,FS,FS,Coronado National Forest,
AZ3444711083619870704_SLIM,1987,1426.436227,1402.918202,0.0161,222.9353,15.8634,10.5312,1.2862,68.9873,16.3125,1.5063,7.5589,200.453,43.9658,138.0892,110.769,1.336,2.2104,38.2654,1.0578,1.1377,5.3627,856.8774,437.9612,38.3658,0.2983,0.6281,81.7721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6111,65.8675,6.6508,85.7292,0.9991,67.2752,0.3272,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Sitgreaves National Forest,
AZ3679411221919870713_WILLIS,1987,725.4956084,725.4956084,0.0045,450.7587,62.1311,1.654,61.4481,71.9902,6.1852,37.5632,440.9122,327.6869,129.2565,1260.6271,267.2709,1.4981,5.7501,87.1385,1.0469,1.2286,5.902,829.0993,116.6364,41.3462,0.304,0.898,87.373,2.9733,0.4098,4,0.5513,0.2478,2.9407,331.6625,0.7433,1.262,83.5331,0.0556,0.6596,331.6625,0.7937,90.8201,12.8777,99.5778,0.6224,92.1884,0.1226,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Kaibab National Forest,
NM3297910788419870615_ASPEN,1987,948.5964047,948.5964047,0.0151,82.2206,8.6676,6.1143,1.4715,36.116,9.3898,1.4176,6.0645,181.0527,41.7576,117.818,103.8022,1.252,1.9166,33.0779,1.0502,1.1121,4.3447,798.1502,416.6776,40.9679,0.3416,0.6457,72.2922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6737,67.7907,18.8683,84.6778,0.9994,70.1987,0.298,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Gila National Forest,
NM3317910835519870612_SYCAMORE,1987,3809.637158,3474.967913,0.016,154.6992,4.4492,5.2344,0.3371,20.175,15.3951,0.85,4.489,206.9098,32.5319,87.7129,88.1939,1.2004,1.7101,27.5866,1.0433,1.0994,4.5168,912.195,499.7346,35.8795,0.2603,0.5797,90.2951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6112,61.2733,11.2864,78.6166,0.9999,62.8544,0.3715,Wildfire,SUPPRESSION,National Forest FS,Gila Wilderness,FS,FS,Gila National Forest,
NM3322910838519870613_MILLER,1987,531.2620522,451.3110867,0.0174,20.2542,4.5024,5.335,2.6497,20.7602,5.3448,0.8439,7.5854,282.635,31.0918,165.8227,153.5496,1.1297,2.1829,34.0912,1.0299,1.1273,4.2177,967.9149,476.4645,31.6235,0.2118,0.5933,102.5966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6608,62.9187,12.2648,84.9421,0.9992,67.6093,0.3239,Wildfire,SUPPRESSION,National Forest FS,Gila Wilderness,FS,FS,Gila National Forest,
NM3324910871619870615_HAYSTACK,1987,599.3523931,354.8371594,0.0228,17.1189,4.8728,10.2471,0.8121,24.052,6.5556,0.4755,1.3558,136.0555,25.8827,49.7043,68.685,1.1168,1.3955,22.4935,1.0292,1.0709,3.7852,968.6052,637.7182,32.816,0.2143,0.4593,102.3498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5265,50.8333,20.2693,67.2185,0.9998,54.955,0.4505,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Gila National Forest,
AZ3136211025519880610_PEAK,1988,6507.689275,3353.502288,0.0063,433.0912,12.9583,3.3212,6.2251,30.4275,12.3083,3.9017,128.1687,564.3515,48.1049,552.0703,194.1378,1.2985,4.0897,48.0298,1.048,1.193,5.2776,856.9521,238.2297,38.7436,0.2869,0.794,86.0039,0.7945,0.0238,3,0.0898,0.0072,0.2889,738.2412,0.2648,0.3228,46.7707,0.0051,0.1834,775.9922,0.7988,81.2314,2.5424,95.9721,0.995,82.4892,0.1751,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Coronado National Forest,
AZ3630011238619880709_DUTTON,1988,1357.065649,1306.6312,0.0148,82.1139,6.2825,4.8966,0.8922,25.6155,9.3898,1.283,5.1526,173.6662,39.8584,95.4481,85.8252,1.2565,1.6886,26.9881,1.0491,1.099,4.4948,830.7217,420.6328,41.898,0.3151,0.6391,81.9904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6762,67.2189,21.9387,81.8341,0.9998,69.6505,0.3035,Wildfire,SUPPRESSION,National Park NPS, ,NPS,OTHER,Grand Canyon National Park Wilderness Study Area,
NM3418010308019881115_CUSTER,1988,1062.122304,157.86,0.0263,6.84,4.3478,9.5347,0.9153,25.553,4.5,0.456,0.855,93.5414,27.8027,40.508,53.2635,1.1779,1.3282,22.291,1.0434,1.0706,4.6176,965.4042,710.5263,32.3105,0.2407,0.4254,90.4652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5085,46.7105,33.2905,63.8551,0.9998,52.9851,0.4701,Wildfire,SUPPRESSION,NA,,NA,OTHER,,
AZ3150711033619890618_UNNAMED,1989,1248.352442,857.3767072,0.0225,1.2953,0.1511,0.1166,0.1511,0.6626,1.125,1.2953,1.2953,0,46.868,46.868,0,1.125,1.125,0,1.0468,1.0468,0,438.6506,438.6506,0,0.6154,0.6154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9444,65.3846,41.0118,73.0525,1,94.4444,0.0556,Wildfire,SUPPRESSION,Army DOD,,DOD,OTHER,Fort Huachuca,
AZ3167810952819890704_SWISSHELM,1989,3415.620373,2880.311008,0.0152,53.3645,1.851,1.9771,0.5094,9.0519,8.8723,0.9362,5.615,223.5519,34.4596,96.9676,87.7492,1.2438,1.8228,28.6167,1.048,1.1079,5.0542,918.5936,489.0369,35.7898,0.2528,0.5902,96.2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6386,61.7431,6.2677,80.1895,1,64.5254,0.3547,Wildfire,SUPPRESSION,Public Domain Land BLM, ,BLM,OTHER,,
AZ3222311061819890706_CHIVA,1989,3728.785901,3273.571687,0.0027,1012.315,30.922,2.2909,28.881,42.2107,11.1692,13.4975,883.5407,802.8662,51.8115,1338.6739,314.1768,1.3182,8.4691,72.7208,1.0469,1.2623,5.6253,938.1552,140.8035,34.578,0.2267,0.8782,106.0702,124.0577,3.7894,5,0.1527,1.6541,115.8695,860.2325,24.8115,73.0401,139.4201,0.1749,12.2549,860.2325,0.8512,88.8253,7.0729,99.2337,0.9165,89.723,0.1028,Wildfire,SUPPRESSION,Wilderness FS, ,FS,FS,Coronado National Forest,
AZ3272110980119890705_MARIJILDA,1989,1713.413293,1040.846709,0.0189,58.9287,5.6452,6.8974,0.7838,30.8846,10.42,0.8185,2.977,162.3984,34.9005,79.3787,88.5882,1.2446,1.7466,31.3622,1.0476,1.1071,5.0604,903.3594,551.857,34.015,0.2563,0.5336,88.9225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5697,56.9421,12.8194,76.8921,0.9998,59.3966,0.406,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Coronado National Forest,
AZ3342710995419890706_SUMMIT,1989,1126.660601,1002.328051,0.0066,191.7885,19.1454,3.8932,7.7706,43.7888,8.1573,4.9177,58.4249,329.8582,61.1903,364.4486,154.5716,1.387,3.2164,45.9216,1.0603,1.17,5.3478,800.959,235.8641,47.8994,0.3477,0.7977,81.4777,1.9412,0.1938,3,0.2995,0.0498,0.7804,556.5968,0.6471,1.155,88.6002,0.0646,1.0121,551.407,0.7961,81.6296,8.6489,95.2754,0.9888,83.5102,0.1649,Wildfire,SUPPRESSION,Indian Reservations BIA, ,BIA,OTHER,San Carlos Indian Reservation,
AZ3461511099119890706_LAVENDER,1989,658.8424371,658.8424371,0.0249,59.6515,9.054,18.062,1.2784,61.2041,12.94,0.5013,2.5026,199.8106,27.5503,73.4919,88.9168,1.1916,1.7658,30.7821,1.0402,1.1098,5.0676,1018.7128,682.8498,25.5854,0.1684,0.4241,107.5221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4312,46.2625,30.2415,71.8256,0.9997,48.2669,0.5173,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Sitgreaves National Forest,
AZ3634011235419890707_MUAV,1989,663.4696482,499.8222589,0.0087,160.1344,31.8827,9.1586,16.4756,82.4088,8.7683,3.4812,47.9018,357.2144,54.17,280.2779,129.1841,1.3698,3.0639,42.3625,1.0615,1.1675,5.1988,781.3669,280.519,41.9659,0.3516,0.762,70.5142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7078,78.0926,20.1607,94.307,0.9696,80.0938,0.1991,Wildfire,SUPPRESSION,Wilderness Study Area NPS, ,NPS,OTHER,Grand Canyon National Park Wilderness Study Area,
NM3157010877119890616_GRAY,1989,11635.23609,8316.99305,0.0103,1048.0811,12.6096,3.8981,2.3472,35.0725,25.1731,3.2348,69.701,453.2893,51.3664,400.2966,167.2228,1.3519,4.372,56.8829,1.0519,1.1982,5.7,878.2262,311.5176,40.8433,0.2827,0.7329,93.8518,0.486,0.0058,1,0.012,0.0015,0.0264,1797.2201,0.486,0.486,0,0.0026,0.0464,1797.2201,0.7306,75.7188,10.3216,94.8292,0.9989,76.4563,0.2354,Wildfire,SUPPRESSION,Public Domain Land BLM, ,BLM,OTHER,,
NM3303310834919890615_SHELLY,1989,4990.59225,4392.784463,0.009,493.502,11.2536,5.4729,2.1677,35.243,18.3958,2.0563,31.5607,378.7958,44.6899,224.6573,123.1947,1.3016,2.5231,36.1332,1.0542,1.142,5.1318,855.3464,333.1677,40.5507,0.3041,0.7176,83.5604,1.8299,0.0417,2,0.0456,0.0076,0.2143,1261.8304,0.915,1.2216,57.8947,0.0143,0.3708,1374.4208,0.7206,74.1511,8.2592,90.368,0.9992,75.2078,0.2479,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Gila National Forest,
AZ3186311049319900626_MONTOSA,1990,3673.821874,1269.080101,0.0043,179.8641,14.1605,3.3853,11.5701,24.2372,5.9647,4.1829,121.2046,528.9264,43.7911,551.6204,223.7086,1.2027,3.1049,35.8024,1.0385,1.1597,4.6658,949.5619,178.5565,35.8762,0.2216,0.8446,112.1195,8.6271,0.6792,1,0.0787,0.2006,7.0489,648.0741,8.6271,8.6271,0,0.1365,4.7964,648.0741,0.8596,85.8617,16.7448,96.3426,0.9865,87.9463,0.1205,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Coronado National Forest,
